PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
NHNOE3370,,,2834,Pharmaceutical Preparations
NHNOE3371,,,2834,Pharmaceutical Preparations
NHNOE3372,,,3559,Special Industry Machinery
NHNOE3373,,,3559,Special Industry Machinery
NHNOE3374,,,3499,Fabricated Metal Products
NHNOE3375,,,3399,Primary Metal Products
NHNOE3376,,,3069,Fabricated Rubber Products
NHNOE3377,,,3544,"Special Dies, Tools, Jigs & Fixtures"
NHNOEJ000,,,3499,Fabricated Metal Products
NHNOEJ001,,,3299,Nonmetallic Mineral Products
NHNOEJ002,,,3999,Manufacturing Industries
NHNOEJ003,,,4212,"Local Trucking, Without Storage"
NHNOEJ004,,,3299,Nonmetallic Mineral Products
NHNOEJ005,,,3641,Electric Lamps
NHNOEJ006,,,2899,Chemical Preparations
NHNOEJ007,,,3053,"Gaskets, Packing And Sealing Devices"
NHNOEJ008,,,2653,Corrugated And Solid Fiber Boxes
NHNOEJ009,,,3643,Current-Carrying Wiring Devices
NHNOEJ00A,,,3724,Aircraft Engines And Engine Parts
NHNOEJ00B,,,2759,Commercial Printing
NHNOEJ00C,,,3089,Plastics Products
NHNOEJ00D,,,3679,Electronic Components
NHNOEJ00F,,,5093,Scrap And Waste Materials
NHNOEJ00G,,,5093,Scrap And Waste Materials
NHNOEJ00H,,,3559,Special Industry Machinery
NHNOEJ00I,,,3479,Metal Coating And Allied Services
NHNOEJ00J,,,2295,"Coated Fabrics, Not Rubberized"
NHNOEJ00K,,,3841,Surgical And Medical Instruments
NHNOEJ00L,,,4225,General Warehousing And Storage
NHNOEJ00M,,,3827,Optical Instruments And Lenses
